temp,value,site,replicate
93.23015748,0.016896972,Sea_Nagahama,R01
93.52181102,0.015008273,Sea_Nagahama,R01
93.81346457,0.013721911,Sea_Nagahama,R01
94.10511811,0.014355727,Sea_Nagahama,R01
94.39677165,0.016060859,Sea_Nagahama,R01
94.6884252,0.016906721,Sea_Nagahama,R01
94.98007874,0.016933056,Sea_Nagahama,R01
95.27173228,0.01676801,Sea_Nagahama,R01
95.56338583,0.016953797,Sea_Nagahama,R01
95.85503937,0.016887298,Sea_Nagahama,R01
96.14669291,0.016458333,Sea_Nagahama,R01
96.43834646,0.016989646,Sea_Nagahama,R01
96.73,0.016989646,Sea_Nagahama,R01
59.69,-0.048588503,Sea_Nagahama,R02
59.98165354,-0.048588503,Sea_Nagahama,R02
60.27330709,-0.043766079,Sea_Nagahama,R02
60.56496063,-0.016365863,Sea_Nagahama,R02
60.85661417,0.021420029,Sea_Nagahama,R02
61.14826772,0.05711492,Sea_Nagahama,R02
61.43992126,0.08232069,Sea_Nagahama,R02
61.7315748,0.095022553,Sea_Nagahama,R02
62.02322835,0.099618728,Sea_Nagahama,R02
62.31488189,0.100981967,Sea_Nagahama,R02
62.60653543,0.100226543,Sea_Nagahama,R02
62.89818898,0.097688608,Sea_Nagahama,R02
63.18984252,0.095208142,Sea_Nagahama,R02
63.48149606,0.093500984,Sea_Nagahama,R02
63.77314961,0.091941355,Sea_Nagahama,R02
64.06480315,0.091800663,Sea_Nagahama,R02
64.35645669,0.093780163,Sea_Nagahama,R02
64.64811024,0.097206321,Sea_Nagahama,R02
64.93976378,0.106588952,Sea_Nagahama,R02
65.23141732,0.125851468,Sea_Nagahama,R02
65.52307087,0.150029514,Sea_Nagahama,R02
65.81472441,0.173526263,Sea_Nagahama,R02
66.10637795,0.193216056,Sea_Nagahama,R02
66.3980315,0.209387815,Sea_Nagahama,R02
66.68968504,0.227420669,Sea_Nagahama,R02
66.98133858,0.251028497,Sea_Nagahama,R02
67.27299213,0.278298221,Sea_Nagahama,R02
67.56464567,0.303512876,Sea_Nagahama,R02
67.85629921,0.324603762,Sea_Nagahama,R02
68.14795276,0.344961744,Sea_Nagahama,R02
68.4396063,0.36560538,Sea_Nagahama,R02
68.73125984,0.383561756,Sea_Nagahama,R02
69.02291339,0.396676436,Sea_Nagahama,R02
69.31456693,0.40483285,Sea_Nagahama,R02
69.60622047,0.409951658,Sea_Nagahama,R02
69.89787402,0.414900898,Sea_Nagahama,R02
70.18952756,0.418610799,Sea_Nagahama,R02
70.4811811,0.419710304,Sea_Nagahama,R02
70.77283465,0.419873284,Sea_Nagahama,R02
71.06448819,0.418904434,Sea_Nagahama,R02
71.35614173,0.417059567,Sea_Nagahama,R02
71.64779528,0.416077411,Sea_Nagahama,R02
71.93944882,0.414798535,Sea_Nagahama,R02
72.23110236,0.411091563,Sea_Nagahama,R02
72.52275591,0.404767864,Sea_Nagahama,R02
72.81440945,0.398725713,Sea_Nagahama,R02
73.10606299,0.396048471,Sea_Nagahama,R02
73.39771654,0.395607029,Sea_Nagahama,R02
73.68937008,0.395318507,Sea_Nagahama,R02
73.98102362,0.395704217,Sea_Nagahama,R02
74.27267717,0.396992686,Sea_Nagahama,R02
74.56433071,0.397553571,Sea_Nagahama,R02
74.85598425,0.396894998,Sea_Nagahama,R02
75.1476378,0.3947203,Sea_Nagahama,R02
75.43929134,0.391379535,Sea_Nagahama,R02
75.73094488,0.387573459,Sea_Nagahama,R02
76.02259843,0.383188484,Sea_Nagahama,R02
76.31425197,0.377908005,Sea_Nagahama,R02
76.60590551,0.371258376,Sea_Nagahama,R02
76.89755906,0.365813663,Sea_Nagahama,R02
77.1892126,0.365346619,Sea_Nagahama,R02
77.48086614,0.370334077,Sea_Nagahama,R02
77.77251969,0.379186745,Sea_Nagahama,R02
78.06417323,0.392257787,Sea_Nagahama,R02
78.35582677,0.411943987,Sea_Nagahama,R02
78.64748031,0.43853052,Sea_Nagahama,R02
78.93913386,0.470985126,Sea_Nagahama,R02
79.2307874,0.509342711,Sea_Nagahama,R02
79.52244094,0.554947671,Sea_Nagahama,R02
79.81409449,0.609517779,Sea_Nagahama,R02
80.10574803,0.674685205,Sea_Nagahama,R02
80.39740157,0.752838291,Sea_Nagahama,R02
80.68905512,0.843486537,Sea_Nagahama,R02
80.98070866,0.942911885,Sea_Nagahama,R02
81.2723622,1.046983764,Sea_Nagahama,R02
81.56401575,1.149259304,Sea_Nagahama,R02
81.85566929,1.244681576,Sea_Nagahama,R02
82.14732283,1.338228473,Sea_Nagahama,R02
82.43897638,1.438887739,Sea_Nagahama,R02
82.73062992,1.54352189,Sea_Nagahama,R02
83.02228346,1.626815269,Sea_Nagahama,R02
83.31393701,1.638360593,Sea_Nagahama,R02
83.60559055,1.520308422,Sea_Nagahama,R02
83.89724409,1.259325346,Sea_Nagahama,R02
84.18889764,0.916095303,Sea_Nagahama,R02
84.48055118,0.581538041,Sea_Nagahama,R02
84.77220472,0.31584737,Sea_Nagahama,R02
85.06385827,0.135414349,Sea_Nagahama,R02
85.35551181,0.031472695,Sea_Nagahama,R02
85.64716535,-0.01513431,Sea_Nagahama,R02
85.9388189,-0.025162765,Sea_Nagahama,R02
86.23047244,-0.016246134,Sea_Nagahama,R02
86.52212598,-0.002073926,Sea_Nagahama,R02
86.81377953,0.009373442,Sea_Nagahama,R02
87.10543307,0.016140048,Sea_Nagahama,R02
87.39708661,0.01949181,Sea_Nagahama,R02
87.68874016,0.021542249,Sea_Nagahama,R02
87.9803937,0.022906606,Sea_Nagahama,R02
88.27204724,0.02268117,Sea_Nagahama,R02
88.56370079,0.021033408,Sea_Nagahama,R02
88.85535433,0.019435376,Sea_Nagahama,R02
89.14700787,0.019008626,Sea_Nagahama,R02
89.43866142,0.020127956,Sea_Nagahama,R02
89.73031496,0.021324,Sea_Nagahama,R02
90.0219685,0.020175831,Sea_Nagahama,R02
90.31362205,0.017029976,Sea_Nagahama,R02
90.60527559,0.01432663,Sea_Nagahama,R02
90.89692913,0.013571902,Sea_Nagahama,R02
91.18858268,0.013824585,Sea_Nagahama,R02
91.48023622,0.013943085,Sea_Nagahama,R02
91.77188976,0.014302075,Sea_Nagahama,R02
92.06354331,0.015071463,Sea_Nagahama,R02
92.35519685,0.015780246,Sea_Nagahama,R02
92.64685039,0.015026458,Sea_Nagahama,R02
92.93850394,0.012538722,Sea_Nagahama,R02
93.23015748,0.009976497,Sea_Nagahama,R02
93.52181102,0.009173914,Sea_Nagahama,R02
93.81346457,0.010803907,Sea_Nagahama,R02
94.10511811,0.01353248,Sea_Nagahama,R02
94.39677165,0.015480946,Sea_Nagahama,R02
94.6884252,0.01621843,Sea_Nagahama,R02
94.98007874,0.016196477,Sea_Nagahama,R02
95.27173228,0.015475857,Sea_Nagahama,R02
95.56338583,0.01427429,Sea_Nagahama,R02
95.85503937,0.013117584,Sea_Nagahama,R02
96.14669291,0.012455182,Sea_Nagahama,R02
96.43834646,0.01202474,Sea_Nagahama,R02
96.73,0.01202474,Sea_Nagahama,R02
59.69,-0.003381436,Sea_Nagahama,R03
59.98165354,-0.003381436,Sea_Nagahama,R03
60.27330709,0.006133917,Sea_Nagahama,R03
60.56496063,0.048188018,Sea_Nagahama,R03
60.85661417,0.106520642,Sea_Nagahama,R03
61.14826772,0.161838363,Sea_Nagahama,R03
61.43992126,0.203895374,Sea_Nagahama,R03
61.7315748,0.23050414,Sea_Nagahama,R03
62.02322835,0.240891061,Sea_Nagahama,R03
62.31488189,0.237758493,Sea_Nagahama,R03
62.60653543,0.227117491,Sea_Nagahama,R03
62.89818898,0.210687863,Sea_Nagahama,R03
63.18984252,0.194523431,Sea_Nagahama,R03
63.48149606,0.18713116,Sea_Nagahama,R03
63.77314961,0.184213729,Sea_Nagahama,R03
64.06480315,0.17896278,Sea_Nagahama,R03
64.35645669,0.171224992,Sea_Nagahama,R03
64.64811024,0.163129699,Sea_Nagahama,R03
64.93976378,0.157569865,Sea_Nagahama,R03
65.23141732,0.155817288,Sea_Nagahama,R03
65.52307087,0.155538269,Sea_Nagahama,R03
65.81472441,0.154854524,Sea_Nagahama,R03
66.10637795,0.156367832,Sea_Nagahama,R03
66.3980315,0.163571332,Sea_Nagahama,R03
66.68968504,0.177008292,Sea_Nagahama,R03
66.98133858,0.194691072,Sea_Nagahama,R03
67.27299213,0.213847496,Sea_Nagahama,R03
67.56464567,0.231848898,Sea_Nagahama,R03
67.85629921,0.246623636,Sea_Nagahama,R03
68.14795276,0.261205567,Sea_Nagahama,R03
68.4396063,0.278669948,Sea_Nagahama,R03
68.73125984,0.298915248,Sea_Nagahama,R03
69.02291339,0.32213012,Sea_Nagahama,R03
69.31456693,0.347659123,Sea_Nagahama,R03
69.60622047,0.376646701,Sea_Nagahama,R03
69.89787402,0.409084436,Sea_Nagahama,R03
70.18952756,0.442221119,Sea_Nagahama,R03
70.4811811,0.471090967,Sea_Nagahama,R03
70.77283465,0.491679196,Sea_Nagahama,R03
71.06448819,0.510163786,Sea_Nagahama,R03
71.35614173,0.533525698,Sea_Nagahama,R03
71.64779528,0.558727832,Sea_Nagahama,R03
71.93944882,0.58056851,Sea_Nagahama,R03
72.23110236,0.600515723,Sea_Nagahama,R03
72.52275591,0.621836228,Sea_Nagahama,R03
72.81440945,0.641241258,Sea_Nagahama,R03
73.10606299,0.655217059,Sea_Nagahama,R03
73.39771654,0.668064626,Sea_Nagahama,R03
73.68937008,0.685126986,Sea_Nagahama,R03
73.98102362,0.704982248,Sea_Nagahama,R03
74.27267717,0.722106689,Sea_Nagahama,R03
74.56433071,0.733067787,Sea_Nagahama,R03
74.85598425,0.741813055,Sea_Nagahama,R03
75.1476378,0.751917791,Sea_Nagahama,R03
75.43929134,0.759635053,Sea_Nagahama,R03
75.73094488,0.759875308,Sea_Nagahama,R03
76.02259843,0.753544704,Sea_Nagahama,R03
76.31425197,0.744398543,Sea_Nagahama,R03
76.60590551,0.732352497,Sea_Nagahama,R03
76.89755906,0.719229729,Sea_Nagahama,R03
77.1892126,0.709476192,Sea_Nagahama,R03
77.48086614,0.705019188,Sea_Nagahama,R03
77.77251969,0.70555829,Sea_Nagahama,R03
78.06417323,0.71212801,Sea_Nagahama,R03
78.35582677,0.728204869,Sea_Nagahama,R03
78.64748031,0.757940025,Sea_Nagahama,R03
78.93913386,0.804590985,Sea_Nagahama,R03
79.2307874,0.868768749,Sea_Nagahama,R03
79.52244094,0.947457406,Sea_Nagahama,R03
79.81409449,1.03885841,Sea_Nagahama,R03
80.10574803,1.144386434,Sea_Nagahama,R03
80.39740157,1.264941948,Sea_Nagahama,R03
80.68905512,1.398211104,Sea_Nagahama,R03
80.98070866,1.541074346,Sea_Nagahama,R03
81.2723622,1.689675567,Sea_Nagahama,R03
81.56401575,1.837755542,Sea_Nagahama,R03
81.85566929,1.98770429,Sea_Nagahama,R03
82.14732283,2.161318214,Sea_Nagahama,R03
82.43897638,2.381819743,Sea_Nagahama,R03
82.73062992,2.645781733,Sea_Nagahama,R03
83.02228346,2.910411783,Sea_Nagahama,R03
83.31393701,3.091792209,Sea_Nagahama,R03
83.60559055,3.08955427,Sea_Nagahama,R03
83.89724409,2.858195435,Sea_Nagahama,R03
84.18889764,2.448891138,Sea_Nagahama,R03
84.48055118,1.962352094,Sea_Nagahama,R03
84.77220472,1.487948979,Sea_Nagahama,R03
85.06385827,1.087427568,Sea_Nagahama,R03
85.35551181,0.792867601,Sea_Nagahama,R03
85.64716535,0.600866541,Sea_Nagahama,R03
85.9388189,0.478788175,Sea_Nagahama,R03
86.23047244,0.380338782,Sea_Nagahama,R03
86.52212598,0.277584389,Sea_Nagahama,R03
86.81377953,0.17836082,Sea_Nagahama,R03
87.10543307,0.100944841,Sea_Nagahama,R03
87.39708661,0.050621421,Sea_Nagahama,R03
87.68874016,0.023427944,Sea_Nagahama,R03
87.9803937,0.013232164,Sea_Nagahama,R03
88.27204724,0.01293733,Sea_Nagahama,R03
88.56370079,0.01644366,Sea_Nagahama,R03
88.85535433,0.019499551,Sea_Nagahama,R03
89.14700787,0.020281122,Sea_Nagahama,R03
89.43866142,0.020227004,Sea_Nagahama,R03
89.73031496,0.020773454,Sea_Nagahama,R03
90.0219685,0.021671774,Sea_Nagahama,R03
90.31362205,0.022167429,Sea_Nagahama,R03
90.60527559,0.021396965,Sea_Nagahama,R03
90.89692913,0.0198588,Sea_Nagahama,R03
91.18858268,0.018724981,Sea_Nagahama,R03
91.48023622,0.018197664,Sea_Nagahama,R03
91.77188976,0.01799335,Sea_Nagahama,R03
92.06354331,0.018185132,Sea_Nagahama,R03
92.35519685,0.018876021,Sea_Nagahama,R03
92.64685039,0.019314001,Sea_Nagahama,R03
92.93850394,0.019483449,Sea_Nagahama,R03
93.23015748,0.019392567,Sea_Nagahama,R03
93.52181102,0.018641775,Sea_Nagahama,R03
93.81346457,0.017632721,Sea_Nagahama,R03
94.10511811,0.016222064,Sea_Nagahama,R03
94.39677165,0.014210217,Sea_Nagahama,R03
94.6884252,0.013199613,Sea_Nagahama,R03
94.98007874,0.014146537,Sea_Nagahama,R03
95.27173228,0.015256924,Sea_Nagahama,R03
95.56338583,0.014820658,Sea_Nagahama,R03
95.85503937,0.012716667,Sea_Nagahama,R03
96.14669291,0.009411943,Sea_Nagahama,R03
96.43834646,0.005962241,Sea_Nagahama,R03
96.73,0.005962241,Sea_Nagahama,R03
59.69,0.112729299,Sea_Otomi,R01
59.98165354,0.112729299,Sea_Otomi,R01
60.27330709,0.122114172,Sea_Otomi,R01
60.56496063,0.161046701,Sea_Otomi,R01
60.85661417,0.218299075,Sea_Otomi,R01
61.14826772,0.275991807,Sea_Otomi,R01
61.43992126,0.319992454,Sea_Otomi,R01
61.7315748,0.343888697,Sea_Otomi,R01
62.02322835,0.348176491,Sea_Otomi,R01
62.31488189,0.339053565,Sea_Otomi,R01
62.60653543,0.322977706,Sea_Otomi,R01
62.89818898,0.302024605,Sea_Otomi,R01
63.18984252,0.281559796,Sea_Otomi,R01
63.48149606,0.267324808,Sea_Otomi,R01
63.77314961,0.259210179,Sea_Otomi,R01
64.06480315,0.255869048,Sea_Otomi,R01
64.35645669,0.258115422,Sea_Otomi,R01
64.64811024,0.266951929,Sea_Otomi,R01
64.93976378,0.278117441,Sea_Otomi,R01
65.23141732,0.286084034,Sea_Otomi,R01
65.52307087,0.289065157,Sea_Otomi,R01
65.81472441,0.291386244,Sea_Otomi,R01
66.10637795,0.297585544,Sea_Otomi,R01
66.3980315,0.306180881,Sea_Otomi,R01
66.68968504,0.315998738,Sea_Otomi,R01
66.98133858,0.330553917,Sea_Otomi,R01
67.27299213,0.353910585,Sea_Otomi,R01
67.56464567,0.388331728,Sea_Otomi,R01
67.85629921,0.430981722,Sea_Otomi,R01
68.14795276,0.475242961,Sea_Otomi,R01
68.4396063,0.51963557,Sea_Otomi,R01
68.73125984,0.565005463,Sea_Otomi,R01
69.02291339,0.610066281,Sea_Otomi,R01
69.31456693,0.65522435,Sea_Otomi,R01
69.60622047,0.697901326,Sea_Otomi,R01
69.89787402,0.732705701,Sea_Otomi,R01
70.18952756,0.759277004,Sea_Otomi,R01
70.4811811,0.777646549,Sea_Otomi,R01
70.77283465,0.789977884,Sea_Otomi,R01
71.06448819,0.801527382,Sea_Otomi,R01
71.35614173,0.813210674,Sea_Otomi,R01
71.64779528,0.826516861,Sea_Otomi,R01
71.93944882,0.839024262,Sea_Otomi,R01
72.23110236,0.848596616,Sea_Otomi,R01
72.52275591,0.859454281,Sea_Otomi,R01
72.81440945,0.869500321,Sea_Otomi,R01
73.10606299,0.874810075,Sea_Otomi,R01
73.39771654,0.874709564,Sea_Otomi,R01
73.68937008,0.870421363,Sea_Otomi,R01
73.98102362,0.863859831,Sea_Otomi,R01
74.27267717,0.857168076,Sea_Otomi,R01
74.56433071,0.851759924,Sea_Otomi,R01
74.85598425,0.846011391,Sea_Otomi,R01
75.1476378,0.83915845,Sea_Otomi,R01
75.43929134,0.832843366,Sea_Otomi,R01
75.73094488,0.828608058,Sea_Otomi,R01
76.02259843,0.827782808,Sea_Otomi,R01
76.31425197,0.828920531,Sea_Otomi,R01
76.60590551,0.826373549,Sea_Otomi,R01
76.89755906,0.817217323,Sea_Otomi,R01
77.1892126,0.805547233,Sea_Otomi,R01
77.48086614,0.796958003,Sea_Otomi,R01
77.77251969,0.791522758,Sea_Otomi,R01
78.06417323,0.789003862,Sea_Otomi,R01
78.35582677,0.790554935,Sea_Otomi,R01
78.64748031,0.796680106,Sea_Otomi,R01
78.93913386,0.807006555,Sea_Otomi,R01
79.2307874,0.819616153,Sea_Otomi,R01
79.52244094,0.837358911,Sea_Otomi,R01
79.81409449,0.868201726,Sea_Otomi,R01
80.10574803,0.9282111,Sea_Otomi,R01
80.39740157,1.044975774,Sea_Otomi,R01
80.68905512,1.248152886,Sea_Otomi,R01
80.98070866,1.56925989,Sea_Otomi,R01
81.2723622,2.028800553,Sea_Otomi,R01
81.56401575,2.615782077,Sea_Otomi,R01
81.85566929,3.295751855,Sea_Otomi,R01
82.14732283,4.035275946,Sea_Otomi,R01
82.43897638,4.795287602,Sea_Otomi,R01
82.73062992,5.491014036,Sea_Otomi,R01
83.02228346,5.982577349,Sea_Otomi,R01
83.31393701,6.120598739,Sea_Otomi,R01
83.60559055,5.812835544,Sea_Otomi,R01
83.89724409,5.044427738,Sea_Otomi,R01
84.18889764,3.894343013,Sea_Otomi,R01
84.48055118,2.595010855,Sea_Otomi,R01
84.77220472,1.446001856,Sea_Otomi,R01
85.06385827,0.623018294,Sea_Otomi,R01
85.35551181,0.137470179,Sea_Otomi,R01
85.64716535,-0.088917565,Sea_Otomi,R01
85.9388189,-0.151762143,Sea_Otomi,R01
86.23047244,-0.128654384,Sea_Otomi,R01
86.52212598,-0.075358383,Sea_Otomi,R01
86.81377953,-0.024958331,Sea_Otomi,R01
87.10543307,0.010525058,Sea_Otomi,R01
87.39708661,0.031074289,Sea_Otomi,R01
87.68874016,0.041876,Sea_Otomi,R01
87.9803937,0.046472417,Sea_Otomi,R01
88.27204724,0.045556815,Sea_Otomi,R01
88.56370079,0.041302817,Sea_Otomi,R01
88.85535433,0.03685125,Sea_Otomi,R01
89.14700787,0.0334079,Sea_Otomi,R01
89.43866142,0.031093402,Sea_Otomi,R01
89.73031496,0.02926974,Sea_Otomi,R01
90.0219685,0.027103916,Sea_Otomi,R01
90.31362205,0.025259886,Sea_Otomi,R01
90.60527559,0.024472757,Sea_Otomi,R01
90.89692913,0.024259298,Sea_Otomi,R01
91.18858268,0.023612944,Sea_Otomi,R01
91.48023622,0.022568813,Sea_Otomi,R01
91.77188976,0.022325507,Sea_Otomi,R01
92.06354331,0.02246573,Sea_Otomi,R01
92.35519685,0.021427291,Sea_Otomi,R01
92.64685039,0.019745198,Sea_Otomi,R01
92.93850394,0.018548892,Sea_Otomi,R01
93.23015748,0.01648365,Sea_Otomi,R01
93.52181102,0.013062069,Sea_Otomi,R01
93.81346457,0.010642503,Sea_Otomi,R01
94.10511811,0.010854114,Sea_Otomi,R01
94.39677165,0.012571049,Sea_Otomi,R01
94.6884252,0.013872271,Sea_Otomi,R01
94.98007874,0.014655333,Sea_Otomi,R01
95.27173228,0.015721103,Sea_Otomi,R01
95.56338583,0.016295373,Sea_Otomi,R01
95.85503937,0.014729146,Sea_Otomi,R01
96.14669291,0.01169844,Sea_Otomi,R01
96.43834646,0.009111029,Sea_Otomi,R01
96.73,0.009111029,Sea_Otomi,R01
59.69,0.046147734,Sea_Otomi,R02
59.98165354,0.046147734,Sea_Otomi,R02
60.27330709,0.06152625,Sea_Otomi,R02
60.56496063,0.10436451,Sea_Otomi,R02
60.85661417,0.16312208,Sea_Otomi,R02
61.14826772,0.218437591,Sea_Otomi,R02
61.43992126,0.256500582,Sea_Otomi,R02
61.7315748,0.277500662,Sea_Otomi,R02
62.02322835,0.285368804,Sea_Otomi,R02
62.31488189,0.282952524,Sea_Otomi,R02
62.60653543,0.278209021,Sea_Otomi,R02
62.89818898,0.276167509,Sea_Otomi,R02
63.18984252,0.269768649,Sea_Otomi,R02
63.48149606,0.256784952,Sea_Otomi,R02
63.77314961,0.243713837,Sea_Otomi,R02
64.06480315,0.233246357,Sea_Otomi,R02
64.35645669,0.224916491,Sea_Otomi,R02
64.64811024,0.218291525,Sea_Otomi,R02
64.93976378,0.213469615,Sea_Otomi,R02
65.23141732,0.21200976,Sea_Otomi,R02
65.52307087,0.214227161,Sea_Otomi,R02
65.81472441,0.215676584,Sea_Otomi,R02
66.10637795,0.218203897,Sea_Otomi,R02
66.3980315,0.227414564,Sea_Otomi,R02
66.68968504,0.240419744,Sea_Otomi,R02
66.98133858,0.254016363,Sea_Otomi,R02
67.27299213,0.265785698,Sea_Otomi,R02
67.56464567,0.275533476,Sea_Otomi,R02
67.85629921,0.28917789,Sea_Otomi,R02
68.14795276,0.311485088,Sea_Otomi,R02
68.4396063,0.341897767,Sea_Otomi,R02
68.73125984,0.37583456,Sea_Otomi,R02
69.02291339,0.407027373,Sea_Otomi,R02
69.31456693,0.433489459,Sea_Otomi,R02
69.60622047,0.459382863,Sea_Otomi,R02
69.89787402,0.487150608,Sea_Otomi,R02
70.18952756,0.517991142,Sea_Otomi,R02
70.4811811,0.549809263,Sea_Otomi,R02
70.77283465,0.574333047,Sea_Otomi,R02
71.06448819,0.590917226,Sea_Otomi,R02
71.35614173,0.608426219,Sea_Otomi,R02
71.64779528,0.629490741,Sea_Otomi,R02
71.93944882,0.652187219,Sea_Otomi,R02
72.23110236,0.678071662,Sea_Otomi,R02
72.52275591,0.703676289,Sea_Otomi,R02
72.81440945,0.721755238,Sea_Otomi,R02
73.10606299,0.731220087,Sea_Otomi,R02
73.39771654,0.736015646,Sea_Otomi,R02
73.68937008,0.740285469,Sea_Otomi,R02
73.98102362,0.744642743,Sea_Otomi,R02
74.27267717,0.746798224,Sea_Otomi,R02
74.56433071,0.74592797,Sea_Otomi,R02
74.85598425,0.744365164,Sea_Otomi,R02
75.1476378,0.745378654,Sea_Otomi,R02
75.43929134,0.749276042,Sea_Otomi,R02
75.73094488,0.752291067,Sea_Otomi,R02
76.02259843,0.752363012,Sea_Otomi,R02
76.31425197,0.749607809,Sea_Otomi,R02
76.60590551,0.745108176,Sea_Otomi,R02
76.89755906,0.741880196,Sea_Otomi,R02
77.1892126,0.742172857,Sea_Otomi,R02
77.48086614,0.749231723,Sea_Otomi,R02
77.77251969,0.763964348,Sea_Otomi,R02
78.06417323,0.780718594,Sea_Otomi,R02
78.35582677,0.796539644,Sea_Otomi,R02
78.64748031,0.813780737,Sea_Otomi,R02
78.93913386,0.833984495,Sea_Otomi,R02
79.2307874,0.854937921,Sea_Otomi,R02
79.52244094,0.869886448,Sea_Otomi,R02
79.81409449,0.876127224,Sea_Otomi,R02
80.10574803,0.878404384,Sea_Otomi,R02
80.39740157,0.888511325,Sea_Otomi,R02
80.68905512,0.928373471,Sea_Otomi,R02
80.98070866,1.029494146,Sea_Otomi,R02
81.2723622,1.222717322,Sea_Otomi,R02
81.56401575,1.534389354,Sea_Otomi,R02
81.85566929,1.98667182,Sea_Otomi,R02
82.14732283,2.586979227,Sea_Otomi,R02
82.43897638,3.296541976,Sea_Otomi,R02
82.73062992,4.005968903,Sea_Otomi,R02
83.02228346,4.570553539,Sea_Otomi,R02
83.31393701,4.878603746,Sea_Otomi,R02
83.60559055,4.871406151,Sea_Otomi,R02
83.89724409,4.512488981,Sea_Otomi,R02
84.18889764,3.806659103,Sea_Otomi,R02
84.48055118,2.875554033,Sea_Otomi,R02
84.77220472,1.921825181,Sea_Otomi,R02
85.06385827,1.10917275,Sea_Otomi,R02
85.35551181,0.519148713,Sea_Otomi,R02
85.64716535,0.157364302,Sea_Otomi,R02
85.9388189,-0.021582401,Sea_Otomi,R02
86.23047244,-0.077917743,Sea_Otomi,R02
86.52212598,-0.066906451,Sea_Otomi,R02
86.81377953,-0.030081913,Sea_Otomi,R02
87.10543307,0.008058005,Sea_Otomi,R02
87.39708661,0.036261178,Sea_Otomi,R02
87.68874016,0.052955119,Sea_Otomi,R02
87.9803937,0.059564661,Sea_Otomi,R02
88.27204724,0.057875055,Sea_Otomi,R02
88.56370079,0.052016191,Sea_Otomi,R02
88.85535433,0.045790871,Sea_Otomi,R02
